Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,class
0.769041006,-0.216031652,-2.129148905,1.919013331,-0.570737621,0.034839155,-0.785135321,1.348974517,-0.57129955,0.557339161,1
0.664332287,-1.102022889,-0.63590306,0.427431371,0.83677659,-0.550085659,-0.663046702,-0.431327526,0.285383974,0.883762277,1
-0.927891557,0.288601314,1.05593986,-0.768518226,-0.178500435,-0.989085969,0.928213346,-1.399337095,-1.221998905,1.248076252,0
1.037620953,0.329316226,-1.523084309,1.209337777,0.80952666,-1.418031243,-1.042300923,0.874588593,-1.213719012,1.598333432,1
1.046209443,0.838164092,-1.499752449,1.18260422,-0.177420943,1.150423185,-1.050474537,0.942175153,0.156547466,-1.035781847,1
2.017396539,-1.553262706,-0.265521368,-0.404847614,-1.22372636,0.352043814,-1.992470253,-0.065326149,-0.403381697,0.273014673,0
-0.60165286,0.713770469,-0.086354479,0.289987213,-2.041997088,-2.388708565,0.592129588,-1.013973333,-1.150305681,0.460231131,0
-0.812945988,-1.909470704,1.280757187,-1.03690449,0.080373736,-0.263764741,0.817716579,1.981505011,0.466091007,-0.468764139,0
-0.303064494,-0.017065341,-1.106668263,1.233050077,0.282877265,0.452848144,0.284848215,-0.522761483,-0.658326764,-0.726778551,1
-0.350967711,0.253401974,0.807089308,-0.707503846,2.413070362,-1.065133117,0.356235224,-0.671055784,-0.230142441,0.436546559,0
1.124324302,1.668017719,0.470862986,-0.858327286,1.475299315,0.172224474,-1.102621564,0.96847981,3.106573864,-0.099869892,0
-1.044969808,-0.760022929,1.134646769,-0.809738169,0.65276477,0.79108896,1.044643951,-0.909579853,-0.718902793,-1.932737464,0
-2.774991536,-0.542220907,-0.101083408,1.033639139,-1.025496901,-2.1919605,2.734818861,0.853449569,-1.457748126,0.389389054,1
-1.000497051,0.789021878,-1.400250294,1.767014689,2.351449166,1.509148245,0.968799359,-0.282589691,-0.350267571,0.042336299,1
0.62954277,1.626074756,-0.21175803,0.005451189,1.9987406,1.743375631,-0.623391313,0.078888335,-0.555112582,-1.479050071,0
-1.262091479,-0.287379091,-0.555633129,0.991180984,-0.086208551,-0.612720054,1.237387711,0.532490895,-0.756179391,0.102882716,1
0.467598115,1.83648094,-1.579479089,1.458090699,-0.254449946,-1.115280875,-0.480979854,0.662194867,1.097020141,0.336857802,1
1.031683178,0.367220423,-1.161294969,0.841437341,-0.448429339,-0.13372441,-1.03187991,-0.69971913,-0.420894805,0.07885105,1
-0.685119429,0.811963143,-1.145831518,1.401170973,0.192323922,1.186674645,0.661053606,0.997464019,-2.031884741,-0.318148368,1
0.632290887,0.152296216,-0.340530421,0.136185946,0.596859338,1.951762,-0.627726261,-0.127253506,0.145651205,-0.012295608,1
-0.785041314,0.910020119,-0.684717361,0.963228868,0.396696828,-0.849250914,0.765395028,-0.327669351,-1.534205238,-0.277117431,1
0.371814921,-0.688213551,-1.618261507,1.529852081,1.400899686,0.567038024,-0.387028751,-0.33448654,-1.797953732,-0.458238671,1
1.270465473,0.268401875,-1.439476856,1.045798941,-1.110728347,-0.173354819,-1.270826397,0.639048999,-0.103482728,0.027905579,1
0.972688065,-0.147967195,-1.55856838,1.267384651,-0.074803906,-0.136067704,-0.978726069,0.355152234,-0.466894734,2.015394049,1
0.470270755,-0.05007995,-0.463378401,0.316100768,-0.044845858,0.13993719,-0.469527725,0.068981002,1.67108737,-1.063497277,1
-0.935577912,1.680005448,1.081565162,-0.792140581,0.330871585,-0.518799604,0.936115402,0.79790967,-0.927936408,-2.665708442,0
-0.757807235,1.040599707,2.339876739,-2.138226099,-1.51028104,-0.636266723,0.776718798,-0.810090288,0.631198358,-0.492997338,0
-1.027129357,0.563781725,-0.584648711,0.942077285,-0.692147148,-0.404048369,1.005352801,-1.206394168,-1.034277639,-1.749392792,1
1.232165708,0.071299992,-0.168025847,-0.241284482,1.680239327,-0.151074468,-1.217015356,0.42814308,-0.836444696,0.899221814,0
1.2117787,-0.870381682,-1.916960357,1.553649148,0.964589335,0.327937971,-1.218988978,-0.113188442,-0.492171517,0.038209977,1
-1.81786014,-1.459740829,-0.910809387,1.540627519,-1.360448602,-0.416076746,1.780883214,1.371010741,0.371544982,0.678906926,1
-1.929021841,-0.313499176,-0.034375988,0.681833824,-1.110582245,-0.954206967,1.901549023,-1.019283927,-0.082856789,-1.054884946,1
0.095728476,-0.162574145,0.458861838,-0.501229455,-1.200811837,0.007119524,-0.088594952,-0.183030118,1.633626496,-0.588058018,0
-1.318050802,-0.415582852,-0.478040933,0.93061112,-0.29289375,0.256140241,1.293542018,0.785266593,-0.655550872,-0.452772355,1
1.463185721,0.101017691,-1.781260488,1.330628451,0.966210581,0.540448556,-1.46515926,1.023555749,-0.241317654,0.084978214,1
-0.160234226,0.397503508,-0.4771296,0.541531294,-1.046416521,-0.910346304,0.151965957,-0.526440519,0.765578269,-1.173964212,1
-1.000410067,0.43673164,1.632681129,-1.333863471,0.363037617,-0.854759873,1.006994938,0.748738478,1.353807282,-0.070171035,0
0.963202858,0.454636261,-0.853826454,0.550041008,-1.963170819,-1.993929422,-0.960478637,1.2803177,-0.86922573,0.272656205,1
0.482106686,1.177816054,-0.72405325,0.578645112,-0.200854368,-0.298174676,-0.484487964,1.382893461,-1.17103477,1.160014125,1
0.798551333,0.312332667,-1.764427514,1.536231513,-0.750068485,1.737069423,-0.809628529,1.910767237,-1.058715667,-0.249991774,1
-0.810489544,1.288627696,1.396736657,-1.156304633,-1.661888644,-1.141812258,0.816758448,-0.642553006,-1.299049896,1.451595385,0
-0.865546801,0.105644308,2.755441935,-2.526978436,-1.922040987,-0.080195909,0.888193408,-0.515934166,-0.554438082,-1.809660673,0
-0.922469791,1.719689836,-0.764755399,1.091130947,0.548144538,2.552867582,0.899886951,0.890968136,-0.318781531,0.644972789,1
1.336400633,0.205473294,-1.497313836,1.082826889,-1.664850469,-1.966550545,-1.336567363,1.11183976,-1.865030627,0.850760705,1
1.708903296,0.934012033,-1.534780458,0.99625419,-0.180100456,0.16928118,-1.704321588,0.387913639,0.576846027,0.682289499,1
-0.953790068,0.207187338,-0.170460671,0.494027808,0.014748667,-1.683533748,0.93826934,0.407658339,0.146831821,1.393020391,1
-0.357146482,0.036377248,3.465596759,-3.423472875,-0.450600565,-0.704186903,0.395882791,-0.404459126,1.066193601,0.662478326,0
1.121410148,0.772538967,-1.218804741,0.870154753,-0.317661808,-0.771976471,-1.121075068,0.930942254,-1.079822109,0.893198221,1
-0.117171123,1.948231632,-1.442087722,1.51366155,0.570972583,0.558678724,0.097326865,-0.045490402,1.97467906,-0.297767946,1
1.811814959,0.985788243,0.963902435,-1.592882904,0.316120062,0.460664477,-1.774252634,-0.627490895,1.628718332,-1.294609962,0
1.498041594,0.37027542,-1.38455099,0.913350155,1.56184811,-0.15647533,-1.494519335,-0.530818678,-2.3052916,0.873963356,1
-0.585019019,-0.221805826,-0.769329085,0.982679574,1.432255169,0.468885812,0.567108468,0.917507756,0.550397981,1.137938745,1
-1.340617907,-0.226010614,0.49089405,-0.052456161,0.687045263,-0.548504599,1.328022598,-0.192330739,-0.83698999,0.40938406,0
-1.483652652,-0.325162861,-0.965956707,1.484969577,-0.50981076,1.074066792,1.450664219,1.153667309,0.333521399,-0.44378855,1
0.894012995,0.700734844,-0.61708197,0.331190323,0.419090343,0.227033488,-0.889270438,-0.551327179,-0.133795399,0.053881469,1
-1.523623562,1.013561186,-1.715738852,2.264941781,0.750314601,-0.620032316,1.480611189,1.109348261,-2.6370763,0.143710013,0
-0.945712745,0.693395769,-0.836081925,1.171846716,0.138502313,-1.284645174,0.921903834,0.446224402,-1.118097471,-0.667935881,1
-1.471105641,0.74189251,-0.681092592,1.189520114,-1.816701956,1.000521725,1.441888604,-1.040343747,0.881668921,0.1468542,1
-1.373338078,0.345891294,0.305283859,0.148279626,-0.533167683,0.344184954,1.357941381,0.04212868,-0.698685753,-1.18287331,1
0.920350777,0.944711833,-1.479396897,1.203985878,1.354425289,-0.175731279,-0.926123095,-0.390998568,0.199819021,0.160747909,1
-1.269536961,-1.686676881,-0.110336769,0.538408969,-1.38541175,0.596810163,1.250349315,-1.155046675,1.203642095,-0.437889206,0
1.358738564,-0.178374628,-1.572053219,1.151751339,-0.19631113,0.395262271,-1.359535537,-0.220253359,-0.060946998,-1.099201985,1
1.136488846,-1.106670223,-0.959618267,0.600109214,1.148567773,0.170106183,-1.132670983,0.794379937,-0.301207109,-0.585918699,1
1.009878595,0.658937505,-1.41666439,1.109835145,-0.737111573,-0.453229809,-1.013604206,1.861164308,-0.771213259,-0.742371713,1
-0.900185414,1.669066134,-0.484650282,0.797282685,0.769610819,-0.603032687,0.88145039,-1.720256309,0.742655359,2.257137561,1
0.752810628,1.956804977,-0.658550962,0.42092483,-0.14663361,1.54894886,-0.750570709,-1.183109492,0.340022949,-0.040559608,1
-0.296692335,0.636103651,-0.569183493,0.681392996,1.982805579,-0.337978382,0.28534945,0.009513586,-0.538088321,0.669257312,1
0.81246928,0.52605687,0.950763447,-1.244427615,-0.220015509,-0.311105446,-0.789080533,1.060785047,0.556328891,0.233974275,0
1.102037184,0.354017888,-1.575452891,1.241284079,0.892840707,0.028617301,-1.106475228,0.043090049,0.818265113,-0.835691463,1
0.357130871,0.53887403,0.45493905,-0.584851735,0.49980013,-1.312116498,-0.346382806,1.081197095,-0.153942263,0.704022454,0
0.115658572,0.325815428,-1.294925887,1.285150105,0.203297765,-0.753274537,-0.130381815,0.284554621,-1.120801175,-1.072653556,1
-0.975327454,-1.586904555,2.226119774,-1.948999942,1.847535033,-1.923840713,0.989754226,1.035050325,-1.159506261,-1.051456825,0
-1.137446583,-0.560040773,0.547000024,-0.177929982,-0.285534396,0.931722434,1.128407272,-0.339040843,-2.260594442,1.739315124,0
-0.245749762,-0.446809177,3.656721531,-3.656222373,0.93695602,1.155048762,0.288459866,0.879485178,-1.072547101,0.417398751,0
-0.976858328,-0.209409832,1.504905155,-1.21112168,-1.675586692,-0.977119488,0.982160547,0.343448685,-0.304944526,-1.135121283,0
-1.198122241,0.126720152,-1.225886764,1.654998722,2.679267454,-0.563965998,1.165855253,0.749860842,2.155783526,0.564643399,1
-0.510192138,-0.455533047,-0.429990509,0.610656991,-0.114628777,-1.336914415,0.497613525,-1.234197351,-1.083687676,-1.03740215,1
1.66673599,0.654316092,0.226165359,-0.789988922,0.430367307,-0.980180692,-1.640518863,0.936325913,1.377777195,1.043563406,0
-1.375197093,-0.910030377,-0.264440043,0.73138479,-0.99266783,0.667227992,1.352583342,-0.157601408,-0.277632533,0.610991993,0
-0.742896125,-0.597655991,2.325147909,-2.128166262,0.050041311,1.106400215,0.76183079,0.048666915,-0.649859648,1.205440352,0
1.980792069,-1.535326194,0.075834338,-0.741576092,-0.196290626,-1.187720491,-1.952070309,0.04775763,-0.006874623,0.092080009,0
-1.170551513,-1.426667802,0.988889904,-0.618617124,1.231328189,0.372056062,1.166625661,-0.501797559,-1.106126243,0.252205072,0
-1.233335445,-0.850859348,0.774416475,-0.378293136,-1.23936414,1.411157506,1.225822495,-1.798202373,0.821465118,-0.480659713,0
-2.060037677,-1.840411831,-0.471194939,1.172356562,-0.262342147,-0.774895024,2.025214939,-0.932821278,0.133743004,-0.051124768,1
-1.246288985,1.006689658,0.902112995,-0.504506649,-1.778090328,0.137467858,1.240206239,-0.238644255,1.054975095,0.758318223,0
-0.952309681,0.351149439,-0.524549785,0.855549886,0.139995948,0.505382355,0.932340428,-0.660035535,-0.72706172,-0.563849957,1
0.804713143,-0.194711504,-1.011841743,0.764727111,0.558184722,-0.484246146,-0.80620491,2.858929219,0.033713781,-1.394349324,1
-1.841355261,0.509452,-0.269397076,0.892728358,1.110494971,-1.214708381,1.812144846,0.775950878,1.783919449,1.241292867,1
-1.429157796,0.857340319,-0.373225069,0.860695743,0.06897207,0.808951105,1.40441461,0.357945338,-0.921626243,-1.543446826,0
-0.821361542,-0.395858617,0.253429144,0.01625014,0.201314475,0.095873984,0.813047346,0.881663193,0.64761631,-2.547304927,1
2.063556205,-0.096895432,0.278083928,-0.976100701,1.034033051,-0.030982709,-2.031121574,-1.140081576,1.592761989,0.330180895,0
-1.045243695,-0.196442126,-1.035956719,1.40956428,1.350885733,0.277881529,1.017516869,0.703979572,1.111664004,0.0938216,1
-0.77255898,-1.017760603,2.168328612,-1.957891034,1.263890984,0.157527843,0.789098506,-0.215692276,1.15592759,0.345437343,0
0.843465653,-0.171199051,-1.239069671,0.984051993,2.741879914,-0.019243493,-0.847282278,-0.866462931,2.215309592,1.272180625,1
-2.177543696,-0.01288948,-0.149197614,0.882541516,-1.261066928,0.965969156,2.145138102,0.091198862,1.110176571,0.120763737,1
-1.035443597,0.369101144,-0.356719003,0.711830739,-0.493374134,-0.013242292,1.016427406,-0.834945082,-0.224968509,-1.132545722,1
-0.997008802,-0.722220057,1.163373683,-0.855186892,0.87792164,-0.479573833,0.997717799,-0.940265726,0.461559301,-0.823157748,0
-0.898051113,0.273176185,2.060534139,-1.805612516,-1.474505834,0.700602528,0.911471057,0.645020083,0.503154852,0.395906897,0
-1.636248915,0.032663301,0.848306239,-0.318764253,-0.542834012,1.093289078,1.624020992,0.916029258,-0.085830854,-0.994116889,0
-1.113949583,-0.854974236,-0.004971511,0.378524892,-2.075523024,-0.400551021,1.098272701,-0.610990735,0.077026717,-0.928637313,1
1.380018949,-0.034666626,-1.714826539,1.290587769,0.284689275,0.156847616,-1.382319707,0.86425633,-0.076395773,-0.944290718,1
-1.065021769,-0.480957513,-0.550326058,0.919689138,0.881302002,-2.378273205,1.043147295,0.04193212,0.193590596,-1.451562061,1
0.80591952,-1.177882423,0.813157854,-1.101544817,1.352753257,0.240621625,-0.784359424,-2.727435789,0.693285321,-0.357230394,0
-1.260998239,-1.591165494,-1.246676342,1.697332489,-0.269946468,0.488233965,1.22758752,-1.350908624,-0.955307732,-1.390160404,1
-1.294407079,0.985674515,-0.822621016,1.27498116,0.757639358,-0.867299277,1.265880453,-0.34983935,1.385915366,-1.545209368,1
1.478096732,-0.217044426,0.796715425,-1.310075836,-0.536654809,-2.53137439,-1.447322322,1.026510768,-0.463138016,-0.135635553,0
2.053071727,0.570583747,1.398858295,-2.118458158,0.11231223,0.426434842,-2.006637759,0.439415243,0.477404612,-0.639375931,0
1.446167883,-0.725144505,-1.540909335,1.090600108,-0.36639404,0.613047015,-1.445346273,0.491524789,-1.172919268,-1.356973932,1
-1.178106662,0.426723327,0.126217792,0.265905929,-0.546720444,-0.965035959,1.163186353,1.165623311,-0.232487015,0.335609218,0
1.033130072,-0.706310126,-1.552974773,1.241403119,-0.155572663,-0.684482892,-1.038250264,1.874472983,0.763285515,1.334628436,1
1.146800561,0.458752809,-1.201461766,0.843911492,1.466241205,0.198370828,-1.145890684,-0.260282939,-0.517407289,-0.582539082,1
-0.896479611,-0.495638353,-1.008402805,1.331521456,0.789440885,-0.585461313,0.871185781,-0.620636222,-0.451197964,0.130886842,1
1.068415654,0.774413973,0.302867347,-0.667826762,-1.156482037,-0.189572242,-1.049617006,0.349181247,0.126417298,-0.4756381,0
-1.023504653,-1.537155679,1.17462406,-0.857806695,-1.171171997,0.214613515,1.023984261,-0.1417979,1.195392506,-0.177246517,0
-0.554113386,0.70626363,-0.539755,0.737603701,0.373229329,0.353968083,0.539533696,-0.423307325,0.986138649,0.108232403,1
1.007805833,0.215067411,-1.418842646,1.112757055,-0.393584256,0.446430498,-1.011587991,-0.665227851,0.073504267,-0.362094132,1
-0.088564917,-2.410661803,0.177199562,-0.151477029,0.985663236,0.015551008,0.089560105,-1.073832503,1.186552221,-0.337006064,0
0.786782684,1.165063179,-2.412961412,2.203233613,-0.76776787,-0.992270916,-0.806210568,1.224745163,0.868812952,-0.418705621,1
1.568644269,0.956766449,-1.678203581,1.189909678,-2.659671304,1.550922095,-1.567838831,0.226247038,0.515331076,0.3584033,1
-0.634923652,0.352734372,3.196718515,-3.055451124,-0.503873485,2.591697829,0.66637263,-1.322235609,1.279239539,-0.244174223,0
2.360110187,0.053950749,1.314208487,-2.134844768,-0.307416133,-0.394409287,-2.31044093,0.648891066,-0.482601832,1.901932229,0
0.71135021,0.118083176,-1.327803642,1.119063587,0.433597565,0.81628348,-0.718138675,-0.029239475,1.812673116,1.106797438,1
0.994738459,0.809021538,0.147138479,-0.483910951,1.337792302,-0.079093745,-0.978938132,-1.655664241,0.187120269,-0.572861788,0
-1.003177323,-1.833059453,-0.604993,0.954847437,0.514417228,-0.102452023,0.981479717,0.340036243,1.075060751,-2.574733017,1
-1.527772816,-0.321914285,-0.452071802,0.97436796,-1.246422844,-0.304207623,1.500652157,0.424842649,-0.641304095,0.366545675,1
-0.268737267,0.785198069,-0.804508074,0.912615593,0.208148586,1.341310334,0.254815984,-0.846985255,0.834653133,1.519462695,1
-0.837411461,0.127556985,-0.932490897,1.234107533,0.437848872,0.57063694,0.813903736,1.641703507,-0.807846553,-1.593724348,1
-1.036795705,-0.03138446,-0.396739135,0.753200339,-1.64666797,-0.065550262,1.017255432,-0.99229013,-1.454457171,0.374382764,1
-0.711473486,-1.093637336,1.494228716,-1.289174153,0.085457361,-0.945756122,0.720360824,2.258483897,2.187443108,-0.083517235,0
-1.029149377,-0.566267762,0.845955211,-0.519885495,1.282238819,1.543349711,1.02540144,0.856333273,2.11197047,0.543573993,0
-0.922321116,-0.699821191,0.81082949,-0.51978645,-1.135489149,0.646979181,0.919627228,0.890950484,-0.637062317,-0.621212608,0
-0.216145766,2.091550995,-0.33195311,0.411847677,1.672644105,-0.655230164,0.208926193,0.633274034,0.162019993,0.269627239,1
0.090444951,-1.609020253,-0.274612764,0.250441376,-0.000278898,-0.778478862,-0.092643326,-0.285042985,-0.43035513,-1.090511301,0
1.049311266,0.958162598,-1.314671757,0.992339087,-0.550163204,0.639101324,-1.051196812,1.200549321,-1.010262843,0.696706376,1
0.952133,0.096435903,-1.324815556,1.035288221,0.436546602,-0.66116526,-0.95550872,-1.358290818,0.196691704,-0.395161003,1
1.675032373,-0.459031054,-1.921539676,1.40302919,0.084273179,0.023471329,-1.675807065,-1.271631522,-0.436179318,0.804816257,1
-1.139721818,-0.162918878,0.464469506,-0.092788574,-0.773739842,1.295004466,1.129608924,0.574182984,-1.111914091,-1.258181916,0
-0.636557353,0.000513731,2.597068333,-2.441825065,-0.383056238,-0.620861685,0.66041471,1.824028694,-1.200283279,1.062670955,0
1.300648876,-0.682683388,-1.505937405,1.103629039,0.619676103,2.869908273,-1.30142558,-0.612592895,0.896044591,-0.431556095,1
-0.980387292,1.510076111,1.641993037,-1.350096367,-1.117033112,-0.142200161,0.987370355,1.022001334,1.039472226,-0.762042328,0
-0.378449853,-2.096114987,-1.223940435,1.378220665,-0.613283486,0.350577607,0.357696707,0.298099024,0.695571842,-1.071501461,1
1.546617,-0.630313433,-0.123504529,-0.392219884,0.336569976,-0.152538623,-1.526497068,-1.257977748,1.706923764,-0.038281041,0
-1.737981123,-0.459518176,-0.784544174,1.384756045,-0.593485748,0.355670898,1.703717561,0.383106706,2.012959896,-0.352285029,1
1.19850457,-2.051677522,-1.058416632,0.680329768,0.858385786,-0.66027054,-1.195064462,1.754760977,-1.154148762,-1.084015194,1
0.840972821,1.718631126,0.050699987,-0.333764263,0.040835068,1.539295313,-0.828545049,-0.566503567,-0.425178479,-0.528493997,0
-0.797826583,1.265105268,1.572538774,-1.340288703,-0.8641338,1.366421129,0.806491939,-0.059503262,-1.491167784,0.687124235,0
-0.772287234,-0.121890482,1.652824429,-1.430934071,0.141856999,0.450061864,0.78232393,-0.744229231,-0.884838714,0.051409485,0
-0.318301173,0.593705249,-0.830086867,0.955383056,-1.502083982,0.408167704,0.303362304,-1.391443921,-1.168711425,-0.061419758,1
-0.840541299,-0.345570362,-0.260515033,0.548133112,-0.018257036,0.207455791,0.825471312,-0.334468133,1.005262078,0.028996272,1
-0.27841549,-0.538711368,-0.532760309,0.638027019,-0.932165363,-0.353210884,0.26778852,-0.780974892,0.249817541,0.651063097,1
1.905584388,0.193441159,1.167349165,-1.832320891,1.46787793,0.377541952,-1.864139821,-0.024066596,0.54364333,-2.719187371,0
-0.849811815,0.933675737,1.49823336,-1.246891735,2.290723837,-0.289014118,0.856810623,0.064537845,0.001990294,0.84116268,0
0.698773912,1.68406583,-0.152536251,-0.078305913,3.348082053,-1.64627586,-0.690904556,-0.807354054,-1.25978183,1.001583306,1
-1.309455949,0.550300767,-0.917416671,1.376944613,0.400634743,0.317665644,1.279521884,-0.348041844,1.060659702,0.173900053,1
0.067007837,0.170234563,0.371573398,-0.402357985,-0.032951829,-0.274668649,-0.061378634,0.41120434,1.635437677,-0.052828089,0
-0.957831368,-0.534501726,1.042599438,-0.744842002,1.112510506,-0.100776406,0.957565112,1.754245556,0.118693387,-1.334659162,0
0.888339016,0.430395678,-0.158904691,-0.135344939,-1.293195827,-0.665744747,-0.877892925,0.23692446,-0.267837566,0.749088856,1
-1.284750835,-1.513302374,-0.476706653,0.918083432,1.078632805,-1.06194365,1.260725655,0.415669559,0.743697782,-0.120759645,1
-1.658584143,-0.499413186,-0.398535652,0.963486331,0.849050593,0.434233203,1.63030564,0.204207504,0.306476974,0.515339928,1
1.341112329,-0.463265307,-1.050595683,0.624525652,-0.185278635,-0.704586799,-1.335574586,1.022879242,0.72051658,0.266905334,1
0.988898958,-0.960375712,-1.736585107,1.44395321,-0.659648133,2.179470075,-0.996956645,1.773296109,-0.045657603,-2.622215392,1
1.585045193,1.246291922,-1.757726957,1.265715581,-1.024037062,-0.71099685,-1.585013601,1.850083482,-0.549988741,0.798691925,1
-0.581409147,0.272338286,-0.473650716,0.67916979,0.259496392,-2.759739551,0.567281217,-0.75198909,0.506704546,-1.207446629,1
1.908220415,-0.906649996,-2.438582667,1.853476226,0.797605873,-1.530969354,-1.912252594,1.536352896,1.88094632,0.572303128,1
-0.659636594,0.064752027,2.298469394,-2.12880237,0.12298198,-1.307226425,0.679401566,-1.520522714,-0.041802862,-0.217493834,0
-0.975865217,-0.228176434,1.09110377,-0.788386816,0.722125089,-0.701496891,0.975958398,0.386734525,-0.691751726,-0.526868138,0
0.985984375,1.413185836,-2.011181958,1.725676301,1.429243141,-1.605099198,-0.997548847,-0.331484219,-0.751303696,-0.778546295,1
-1.385585518,0.962698616,-0.407956802,0.881598004,1.857638706,-0.744765252,1.3610147,0.509741676,1.746994875,0.256679183,0
-0.895818431,-0.498763609,2.096053159,-1.842675415,1.663178051,-0.746777733,0.909717987,0.714836404,1.705916354,-0.225207685,0
2.746083277,-0.088011652,0.421282682,-1.35131751,0.919671824,0.548389859,-2.702274285,-0.01150814,0.633004542,0.657812098,0
-1.751756962,-0.079926738,-1.052714493,1.663549835,-0.341150375,0.186756991,1.713915488,-0.648063885,-0.82608322,0.771997029,1
-0.445200479,0.088624399,-0.961465234,1.132245333,1.533916016,-0.632458114,0.42682463,-1.217159995,-0.819520251,-0.261794994,1
-2.528655508,0.774640454,0.088311558,0.757420938,-0.494630687,0.251276364,2.494326227,-0.107311336,0.26637179,-0.727745756,1
-0.99614363,2.252154058,1.713393023,-1.417813063,-0.212684681,0.676111624,1.003807041,-0.651029591,0.397531424,-0.888476309,0
0.293967203,-0.148731304,0.961334143,-1.081411647,-1.120828592,-0.666120433,-0.277712832,1.389858998,-0.190697375,-0.765074346,0
0.258101302,0.104335863,0.782166234,-0.886207827,-0.273924565,-0.884331,-0.244611098,-0.110064931,0.282312828,-0.864219516,0
1.080522212,1.137453951,1.496912741,-1.892669485,0.903544973,-1.403302183,-1.046482752,1.273230477,-1.555055288,0.092298555,0
2.808418564,0.212662703,0.668025397,-1.624482998,0.328217818,1.028761425,-2.760621463,0.947707174,-1.307838504,0.344570732,0
-0.384778824,0.075191953,-0.903458727,1.052684022,-0.335301262,-0.081513124,0.367982051,0.66570274,1.539222323,1.439436248,1
-0.562512628,1.970884887,3.39750861,-3.285012762,-3.197302876,0.92054833,0.597510937,-0.0362577,0.360064261,-1.469289295,0
-1.359439711,-0.796714895,-0.090876621,0.548652169,-1.682617864,-0.257994283,1.33923753,0.542230466,-0.09058525,-1.082598288,1
-0.750288265,-1.433169495,0.040250689,0.210375674,-0.832293804,-0.825284762,0.740279581,-1.166136826,-0.316854949,-1.421846552,1
1.035671209,-0.127175953,-0.906314202,0.57940974,0.087873371,2.214742734,-1.0325937,0.547622125,-0.482589807,0.744442034,1
0.27000199,-0.219389386,-0.920851525,0.850956646,0.363666202,0.898028795,-0.277840288,0.424275655,-0.407135968,-0.542434503,1
-1.238513411,-1.436425865,1.447370999,-1.064581516,0.771589967,0.307662277,1.239421844,0.480381667,-1.058082019,0.243330597,0
